ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F
1,-0.05735047693755577,0.25,-0.6984537874667226,-0.3595969462114572,0,0,2.099232098180712,-1.471859617962779,1,1,0,0,0,0,0,1,0
2,-0.05735047693755577,1.0,0.11276921967939078,-1.135515579946722,0,1,3.099776768316647,-0.34060478478450845,1,1,0,0,0,0,0,0,1
3,-1.803627374132037,0.25,-0.573650247905782,0.41632168752380766,0,1,2.3660440102169615,-0.16619029298451632,1,1,0,0,1,0,0,0,0
4,-0.9304889255347963,0.5,-0.719254377393546,0.41632168752380766,1,1,-0.16866915412740718,-1.5060107072662738,1,1,0,0,0,1,0,0,0
5,-1.803627374132037,0.25,-0.5528496579789587,-0.3595969462114572,1,0,2.2326380541988367,-0.7089486765579184,1,1,0,0,0,0,1,0,0
6,-0.9304889255347963,0.0,-1.0104626363690739,-0.3595969462114572,1,0,-0.035263198109282516,-1.3596488959655813,1,1,0,0,0,0,0,0,1
7,-0.9304889255347963,0.75,0.819989277191387,-0.3595969462114572,0,0,-0.6355900001908436,-0.7778606960453278,1,1,0,0,0,0,0,1,0
8,-0.05735047693755577,0.0,0.4663792484353889,-1.135515579946722,0,0,2.3660440102169615,-0.5137995948236614,1,1,0,0,0,0,0,0,1
9,-0.9304889255347963,0.75,-1.2600697154909548,-0.3595969462114572,0,0,-0.10196617611834485,-1.0888795450592996,1,1,0,0,1,0,0,0,0
10,-0.9304889255347963,0.25,-0.968861456515427,-0.3595969462114572,1,0,1.0986874280447771,-1.4999122984620783,1,1,0,0,0,1,0,0,0
11,-0.9304889255347963,0.75,-0.4488467083448415,-1.135515579946722,1,1,-0.035263198109282516,-0.462572960868419,1,1,0,0,0,0,1,0,0
12,-0.05735047693755577,1.0,0.4455786585085655,-0.3595969462114572,1,0,1.298796362071964,-0.2399810395152822,1,1,0,0,0,0,0,0,1
13,-0.9304889255347963,1.0,-0.26164139900343075,-0.3595969462114572,1,0,-0.7689959562089682,0.012493084978412651,1,1,0,0,0,0,0,1,0
14,-0.05735047693755577,0.75,1.3400040253619725,-0.3595969462114572,2,1,1.0986874280447771,-0.6369874526684111,1,1,0,0,0,0,0,0,1
15,-0.05735047693755577,0.5,-1.218468535637308,-0.3595969462114572,0,1,2.0325291201716498,-1.6084639751767587,1,1,0,0,1,0,0,0,0
16,-0.05735047693755577,0.5,0.3415757088744484,-0.3595969462114572,0,0,2.1659350761897747,-0.5729541602243581,1,1,0,0,0,1,0,0,0
17,-0.9304889255347963,0.75,-1.4056738449787187,-1.135515579946722,1,0,-0.4354810661636565,-1.4956434122991416,1,1,0,0,0,0,1,0,0
18,0.8157879716596849,1.0,0.3415757088744484,-0.3595969462114572,1,1,1.5656082741082133,0.1862977358979852,1,0,0,1,0,0,0,0,1
19,0.8157879716596849,1.0,0.5911827879963294,-0.3595969462114572,2,1,0.3649546699450915,-0.7022404268733032,1,0,0,1,0,0,0,1,0
20,-0.05735047693755577,1.0,-1.364072665125072,-0.3595969462114572,1,1,2.1659350761897747,-1.5779719311557812,1,0,0,1,0,0,0,0,1
21,-0.9304889255347963,0.5,-1.0312632262958972,-1.135515579946722,1,0,1.699014230126338,-1.2962254444019476,1,0,0,1,1,0,0,0,0
22,-0.9304889255347963,0.0,0.4455786585085655,0.41632168752380766,1,0,2.5661529442441484,-0.4558647111838039,1,0,0,1,0,1,0,0,0
23,-1.803627374132037,1.0,-1.1352661759300144,-1.135515579946722,0,1,-0.7022929781999059,-1.1565718827858702,1,0,0,1,0,0,1,0,0
24,-0.05735047693755577,0.5,0.008766270045273687,-0.3595969462114572,2,1,-0.035263198109282516,0.1680025094853986,1,0,0,1,0,0,0,0,1
25,-0.05735047693755577,1.0,0.8407898671182105,-1.135515579946722,1,0,1.031984450035715,-0.05215004834605995,1,0,0,1,0,0,0,1,0
26,-0.9304889255347963,0.0,0.2999745290208016,0.41632168752380766,0,1,1.0986874280447771,-0.09178970557333088,1,0,0,1,0,0,0,0,1
27,-0.05735047693755577,0.0,-0.8024567371008396,-0.3595969462114572,2,0,0.7651725379994655,-1.5737030449928442,1,0,0,1,1,0,0,0,0
28,0.8157879716596849,0.0,-1.0104626363690739,-0.3595969462114572,1,1,1.2320933840629018,-1.3486717601180291,1,0,0,1,0,1,0,0,0
29,-1.803627374132037,0.5,0.48717983836221235,0.41632168752380766,0,1,2.099232098180712,-0.312552104285209,1,0,0,1,0,0,1,0,0
30,0.8157879716596849,0.75,-0.573650247905782,-1.135515579946722,0,0,1.5656082741082133,0.10518889880218468,1,0,0,1,0,0,0,0,1
31,-0.9304889255347963,0.75,1.1527987160205617,-1.135515579946722,1,0,1.699014230126338,-0.5522195702900933,1,0,0,1,0,0,0,1,0
32,0.8157879716596849,0.5,0.965593406679151,-1.135515579946722,0,0,3.233182724334772,-0.18631504203836158,1,0,0,1,0,0,0,0,1
33,-0.9304889255347963,0.0,0.2583733491671547,-0.3595969462114572,0,0,0.6317665819813408,0.09055271767211541,1,0,0,1,1,0,0,0,0
34,-0.05735047693755577,0.25,0.48717983836221235,-0.3595969462114572,1,1,-0.5688870221817812,-0.23510231247192578,1,0,0,1,0,1,0,0,0
35,-0.05735047693755577,0.25,0.3415757088744484,0.41632168752380766,1,0,0.6317665819813408,-0.7235848576879876,1,0,0,1,0,0,1,0,0
36,0.8157879716596849,0.75,-1.2808703054177784,-0.3595969462114572,1,0,2.099232098180712,-1.1193715890802773,1,0,0,1,0,0,0,0,1
38,-1.803627374132037,0.75,-0.6152514277594289,1.9681589549943375,1,0,0.23154871392696683,-0.025317049607599625,1,0,0,1,0,0,0,0,1
39,0.8157879716596849,0.0,0.09196862975256737,0.41632168752380766,0,0,2.89966783428946,0.15763521451826623,1,0,0,1,1,0,0,0,0
40,-0.05735047693755577,0.25,1.215200485801032,1.1922403212590726,0,0,2.1659350761897747,-0.7705426054802932,1,0,0,1,0,1,0,0,0
41,0.8157879716596849,0.0,0.3415757088744484,-1.135515579946722,0,1,0.1648457359179045,0.09238224031337407,1,0,0,1,0,0,1,0,0
42,0.8157879716596849,1.0,-1.4888762046860124,0.41632168752380766,1,1,3.233182724334772,-1.4523447097893531,1,0,0,1,0,0,0,0,1
43,-0.9304889255347963,1.0,-1.5304773845396593,-1.135515579946722,1,1,1.699014230126338,-1.219385493469084,1,0,0,1,0,0,0,1,0
44,-0.9304889255347963,0.0,-0.7608555572471928,-1.135515579946722,0,1,2.099232098180712,-1.2748810135872632,1,0,0,1,0,0,0,0,1
45,-0.9304889255347963,0.0,-1.2392691255641315,-1.135515579946722,0,1,1.0986874280447771,-1.4139247343229213,1,0,0,1,1,0,0,0,0
46,0.8157879716596849,0.0,-0.012034319881549732,-0.3595969462114572,0,0,-0.23537213213646951,-0.428421871564924,1,0,0,1,0,1,0,0,0
47,-0.9304889255347963,0.75,-0.8648585068813099,0.41632168752380766,1,0,1.298796362071964,-1.4645415273977442,1,0,0,1,0,0,1,0,0
48,0.8157879716596849,0.0,-1.0520638162227207,-1.135515579946722,0,1,1.298796362071964,-1.2626841959788724,1,0,0,1,0,0,0,0,1
49,0.8157879716596849,0.75,-0.4280461184180181,-1.135515579946722,1,1,-0.23537213213646951,0.06493940069449419,1,0,0,1,0,0,0,1,0
50,0.8157879716596849,0.5,0.11276921967939078,-0.3595969462114572,0,0,1.8324201861444627,-0.9150748941397272,1,0,0,1,0,0,0,0,1
51,-0.05735047693755577,0.0,-0.573650247905782,-0.3595969462114572,0,1,1.6323112521172758,-0.9784983457033607,1,0,0,1,1,0,0,0,0
52,-0.05735047693755577,0.75,-1.4472750248323656,-0.3595969462114572,0,1,0.6317665819813408,-1.1657194959921633,1,0,0,1,0,1,0,0,0
53,-0.05735047693755577,0.5,-0.9480608665886036,-0.3595969462114572,0,0,2.099232098180712,-1.4188034613662779,1,0,0,1,0,0,1,0,0
54,-1.803627374132037,0.0,-0.8440579169544865,-0.3595969462114572,0,1,1.8991231641535251,-1.535892910406832,1,0,0,1,0,0,0,0,1
55,-0.05735047693755577,0.5,-0.15763844936931368,-0.3595969462114572,2,1,-0.035263198109282516,-0.06556654771529011,1,0,0,1,0,0,0,1,0
56,-1.803627374132037,1.0,0.7367869174840934,1.1922403212590726,0,1,2.2326380541988367,-0.7376111979376373,1,0,0,1,0,0,0,0,1
57,-0.9304889255347963,0.5,0.570382198069506,-0.3595969462114572,0,0,3.233182724334772,-0.335726057741152,1,0,0,1,1,0,0,0,0
58,-0.9304889255347963,0.5,-0.36564434863754786,-0.3595969462114572,1,0,1.0986874280447771,-0.11801286343137166,1,0,0,1,0,1,0,0,0
59,0.8157879716596849,1.0,-1.4472750248323656,-0.3595969462114572,2,1,1.8991231641535251,-1.3901409399865587,1,0,0,1,0,0,1,0,0
60,-0.05735047693755577,0.0,-1.2600697154909548,-0.3595969462114572,2,0,0.2982516919360292,-1.0510694104732874,1,0,0,1,0,0,0,0,1
